"factId","metricId","metricName","scopeType","scopeName","month","value","unit","numerator","denominator","formula","quality","alert","inputs","sources"
"F0110","human_efficiency","人效","部门","电商部","6月","33.7","万元/人","303.31","9","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":303.31,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":9,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row9""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=电商部；月份=6月"",""matchedRows"":9}]"
"F0111","labor_cost","人工成本","部门","电商部","6月","19.99","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":199900,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=电商部；月份=6月"",""matchedRows"":9}]"
"F0112","budget_execution","人工成本预算执行率","部门","电商部","累计","21.52","%","103.54","481.13","累计实际人工成本 ÷ 全年人工成本预算 × 100%","已核对","null","[{""name"":""1—6月实际人工成本"",""value"":103.54,""unit"":""万元""},{""name"":""全年人工成本预算"",""value"":481.13,""unit"":""万元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""matchedRows"":48},{""table"":""26年预测人工成本"",""fields"":[""部门"",""人工成本预算""],""rowRefs"":[""labor_budget.tsv#row1""]}]"
"F0113","fee_rate","费率/总成本率","部门","KA部","1月","0.85","%","8.53","998.95","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":8.53,""unit"":""万元""},{""name"":""部门实际销额"",""value"":998.95,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0114","human_efficiency","人效","部门","KA部","1月","332.98","万元/人","998.95","3","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":998.95,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":3,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=1月"",""matchedRows"":3}]"
"F0115","labor_cost","人工成本","部门","KA部","1月","6.47","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":64700,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=1月"",""matchedRows"":3}]"
"F0116","fee_rate","费率/总成本率","部门","KA部","2月","1.56","%","12.21","780.88","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":12.21,""unit"":""万元""},{""name"":""部门实际销额"",""value"":780.88,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0117","human_efficiency","人效","部门","KA部","2月","195.22","万元/人","780.88","4","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":780.88,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":4,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=2月"",""matchedRows"":4}]"
"F0118","labor_cost","人工成本","部门","KA部","2月","10.37","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":103700,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=2月"",""matchedRows"":4}]"
"F0119","fee_rate","费率/总成本率","部门","KA部","3月","0.75","%","15.2","2029.17","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":15.2,""unit"":""万元""},{""name"":""部门实际销额"",""value"":2029.17,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0120","human_efficiency","人效","部门","KA部","3月","405.83","万元/人","2029.17","5","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":2029.17,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":5,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=3月"",""matchedRows"":5}]"
"F0121","labor_cost","人工成本","部门","KA部","3月","11.09","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":110900,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=3月"",""matchedRows"":5}]"
"F0122","fee_rate","费率/总成本率","部门","KA部","4月","2.31","%","18.04","780.22","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":18.04,""unit"":""万元""},{""name"":""部门实际销额"",""value"":780.22,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0123","human_efficiency","人效","部门","KA部","4月","156.04","万元/人","780.22","5","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":780.22,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":5,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=4月"",""matchedRows"":5}]"
"F0124","labor_cost","人工成本","部门","KA部","4月","12.89","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":128900,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=4月"",""matchedRows"":5}]"
"F0125","fee_rate","费率/总成本率","部门","KA部","5月","0.66","%","3.14","473.65","总成本 ÷ 实际销额 × 100%","已核对","{""level"":""normal"",""label"":""正常"",""message"":""费率低于20%暂定阈值""}","[{""name"":""部门总成本"",""value"":3.14,""unit"":""万元""},{""name"":""部门实际销额"",""value"":473.65,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0126","human_efficiency","人效","部门","KA部","5月","94.73","万元/人","473.65","5","实际销额 ÷ 当月发薪人数","已核对","null","[{""name"":""部门实际销额"",""value"":473.65,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":5,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=5月"",""matchedRows"":5}]"
"F0127","labor_cost","人工成本","部门","KA部","5月","9.43","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":94300,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=5月"",""matchedRows"":5}]"
"F0128","fee_rate","费率/总成本率","部门","KA部","6月","null","%","0","0","总成本 ÷ 实际销额 × 100%","实际销额为0","{""level"":""data-gap"",""label"":""无法计算"",""message"":""实际销额为0，费率不具备判断基础""}","[{""name"":""部门总成本"",""value"":0,""unit"":""万元""},{""name"":""部门实际销额"",""value"":0,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]}]"
"F0129","human_efficiency","人效","部门","KA部","6月","0","万元/人","0","4","实际销额 ÷ 当月发薪人数","实际销额为0","null","[{""name"":""部门实际销额"",""value"":0,""unit"":""万元""},{""name"":""部门发薪人数"",""value"":4,""unit"":""人""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""总成本"",""实际销额"",""费率""],""rowRefs"":[""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人数""],""filter"":""部门=KA部；月份=6月"",""matchedRows"":4}]"
"F0130","labor_cost","人工成本","部门","KA部","6月","4.92","万元","null","null","人工成本明细“人工成本”字段合计 ÷ 10,000","已核对","null","[{""name"":""人工成本（元）"",""value"":49200,""unit"":""元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""filter"":""业务口径部门=KA部；月份=6月"",""matchedRows"":4}]"
"F0131","budget_execution","人工成本预算执行率","部门","KA部","累计","17.99","%","55.17","306.6","累计实际人工成本 ÷ 全年人工成本预算 × 100%","已核对","null","[{""name"":""1—6月实际人工成本"",""value"":55.17,""unit"":""万元""},{""name"":""全年人工成本预算"",""value"":306.6,""unit"":""万元""}]","[{""table"":""2026年人工成本"",""fields"":[""部门"",""月份"",""人工成本""],""matchedRows"":26},{""table"":""26年预测人工成本"",""fields"":[""部门"",""人工成本预算""],""rowRefs"":[""labor_budget.tsv#row10""]}]"
"F0132","total_cost","总成本","总览","OTC事业部","累计","7007.94","万元","null","null","人工成本 + 市场费 + 运作费 + 品牌费","品牌费仅有累计值","null","[{""name"":""人工成本"",""value"":2402.94,""unit"":""万元""},{""name"":""市场费"",""value"":2397.03,""unit"":""万元""},{""name"":""运作费"",""value"":1520.59,""unit"":""万元""},{""name"":""品牌费"",""value"":687.43,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""originalTable"":""各部门人工成本合计-总成本 副本"",""fields"":[""人工成本"",""市场费"",""运作费"",""总成本""],""rowRefs"":[""department_rate.tsv#row1"",""department_rate.tsv#row2"",""department_rate.tsv#row3"",""department_rate.tsv#row4"",""department_rate.tsv#row5"",""department_rate.tsv#row6"",""department_rate.tsv#row7"",""department_rate.tsv#row8"",""department_rate.tsv#row9"",""department_rate.tsv#row10"",""department_rate.tsv#row11"",""department_rate.tsv#row12"",""department_rate.tsv#row13"",""department_rate.tsv#row14""]},{""table"":""OTC事业部品牌费用"",""fields"":[""部门"",""品牌费用""],""rowRefs"":[""brand_fee.tsv#row1""]}]"
"F0133","fee_rate","费率/总成本率","总览","OTC事业部","累计","23.42","%","7007.94","29924.51","总成本 ÷ 实际销额 × 100%","已核对；月度品牌费未分摊","{""level"":""warning"",""label"":""关注"",""message"":""费率≥20%，进入关注区间""}","[{""name"":""累计总成本"",""value"":7007.94,""unit"":""万元""},{""name"":""累计实际销额"",""value"":29924.51,""unit"":""万元""}]","[{""table"":""各部门费率计算"",""fields"":[""总成本"",""实际销额""]},{""table"":""OTC事业部品牌费用"",""fields"":[""品牌费用""]}]"
